This is HeaderINFO  2012-07-05 09:31:54,559 24714ms StudyConfigViewModel   InitialData        - || {*} === InitialData ===
DEBUG 2012-07-05 11:48:13,465 2675772ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:48:22,325 2684632ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:48:22,325 2684632ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:48:22,325 2684632ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:48:22,325 2684632ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:48:23,465 2685773ms MainViewModel          SetLesson          - || == Current Item : 12/93
DEBUG 2012-07-05 11:48:23,715 2686023ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:48:23,715 2686023ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:48:38,716 2701023ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:48:38,716 2701023ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:48:38,716 2701023ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:48:38,716 2701023ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:48:38,716 2701023ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:48:47,482 2709790ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:48:47,482 2709790ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:48:47,482 2709790ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:48:47,482 2709790ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:48:48,701 2711008ms MainViewModel          SetLesson          - || == Current Item : 13/93
DEBUG 2012-07-05 11:48:48,967 2711274ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:48:48,967 2711274ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:49:03,967 2726275ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:49:03,967 2726275ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:49:03,967 2726275ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:49:03,967 2726275ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:49:03,983 2726290ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:49:12,640 2734947ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:49:12,640 2734947ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:49:12,640 2734947ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:49:12,640 2734947ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:49:14,108 2736416ms MainViewModel          SetLesson          - || == Current Item : 14/93
DEBUG 2012-07-05 11:49:14,374 2736682ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:49:14,374 2736682ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:49:29,375 2751682ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:49:29,375 2751682ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:49:29,375 2751682ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:49:29,375 2751682ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:49:29,375 2751682ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:49:37,797 2760104ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:49:37,797 2760104ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:49:37,797 2760104ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:49:37,797 2760104ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:49:38,922 2761229ms MainViewModel          SetLesson          - || == Current Item : 15/93
DEBUG 2012-07-05 11:49:39,172 2761479ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:49:39,172 2761479ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:49:54,172 2776480ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:49:54,172 2776480ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:49:54,172 2776480ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-05 11:49:54,172 2776480ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:49:54,172 2776480ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:50:02,969 2785277ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:50:02,969 2785277ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:50:02,969 2785277ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:50:02,969 2785277ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:50:04,391 2786699ms MainViewModel          SetLesson          - || == Current Item : 16/93
DEBUG 2012-07-05 11:50:04,672 2786980ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:50:04,672 2786980ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:50:19,673 2801980ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:50:19,673 2801980ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:50:19,673 2801980ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-05 11:50:19,673 2801980ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:50:19,673 2801980ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:50:28,282 2810590ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:50:28,282 2810590ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:50:28,282 2810590ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:50:28,282 2810590ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:50:29,376 2811684ms MainViewModel          SetLesson          - || == Current Item : 17/93
DEBUG 2012-07-05 11:50:29,657 2811965ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:50:29,657 2811965ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:50:44,658 2826965ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:50:44,658 2826965ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:50:44,658 2826965ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-05 11:50:44,658 2826965ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:50:44,658 2826965ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:50:53,439 2835747ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:50:53,439 2835747ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:50:53,439 2835747ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:50:53,439 2835747ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:50:54,861 2837169ms MainViewModel          SetLesson          - || == Current Item : 18/93
DEBUG 2012-07-05 11:50:55,158 2837465ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:50:55,158 2837465ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:51:10,158 2852466ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:51:10,158 2852466ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:51:10,158 2852466ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:51:10,158 2852466ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:51:10,158 2852466ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:51:18,752 2861060ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:51:18,752 2861060ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:51:18,752 2861060ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:51:18,752 2861060ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:51:19,940 2862247ms MainViewModel          SetLesson          - || == Current Item : 19/93
DEBUG 2012-07-05 11:51:20,206 2862513ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:51:20,206 2862513ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:51:35,206 2877513ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:51:35,206 2877513ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:51:35,206 2877513ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:51:35,206 2877513ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:51:35,206 2877513ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:51:43,909 2886217ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:51:43,909 2886217ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:51:43,909 2886217ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:51:43,909 2886217ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:51:45,409 2887717ms MainViewModel          SetLesson          - || == Current Item : 20/93
DEBUG 2012-07-05 11:51:45,691 2887998ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:51:45,691 2887998ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:52:00,691 2902998ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:52:00,691 2902998ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:52:00,691 2902998ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:52:00,691 2902998ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:52:00,691 2902998ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:52:09,223 2911530ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:52:09,223 2911530ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:52:09,223 2911530ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:52:09,223 2911530ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:52:10,519 2912827ms MainViewModel          SetLesson          - || == Current Item : 21/93
DEBUG 2012-07-05 11:52:10,801 2913108ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:52:10,801 2913108ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:52:25,801 2928108ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:52:25,801 2928108ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:52:25,801 2928108ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:52:25,801 2928108ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:52:25,801 2928108ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:52:34,379 2936687ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:52:34,379 2936687ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:52:34,379 2936687ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:52:34,379 2936687ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:52:36,067 2938374ms MainViewModel          SetLesson          - || == Current Item : 22/93
DEBUG 2012-07-05 11:52:36,333 2938640ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:52:36,333 2938640ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:52:51,333 2953640ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:52:51,333 2953640ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:52:51,333 2953640ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:52:51,333 2953640ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:52:51,333 2953640ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:52:59,693 2962000ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:52:59,693 2962000ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:52:59,693 2962000ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:52:59,693 2962000ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:53:01,239 2963547ms MainViewModel          SetLesson          - || == Current Item : 23/93
DEBUG 2012-07-05 11:53:01,505 2963812ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:53:01,505 2963812ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:53:16,505 2978813ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:53:16,505 2978813ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:53:16,505 2978813ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:53:16,505 2978813ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:53:16,505 2978813ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:53:25,021 2987329ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:53:25,021 2987329ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:53:25,021 2987329ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:53:25,021 2987329ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:53:26,459 2988766ms MainViewModel          SetLesson          - || == Current Item : 24/93
DEBUG 2012-07-05 11:53:26,740 2989048ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:53:26,740 2989048ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:53:41,740 3004048ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:53:41,740 3004048ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:53:41,740 3004048ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:53:41,740 3004048ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:53:41,740 3004048ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:53:50,334 3012642ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:53:50,334 3012642ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:53:50,334 3012642ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:53:50,334 3012642ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:53:51,506 3013814ms MainViewModel          SetLesson          - || == Current Item : 25/93
DEBUG 2012-07-05 11:53:51,803 3014111ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:53:51,803 3014111ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:54:06,804 3029111ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:54:06,804 3029111ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:54:06,804 3029111ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:54:06,804 3029111ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:54:06,804 3029111ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:54:15,507 3037814ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:54:15,507 3037814ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:54:15,507 3037814ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:54:15,507 3037814ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:54:16,695 3039002ms MainViewModel          SetLesson          - || == Current Item : 26/93
DEBUG 2012-07-05 11:54:16,991 3039299ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:54:16,991 3039299ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:54:31,992 3054299ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:54:31,992 3054299ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:54:31,992 3054299ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:54:31,992 3054299ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:54:31,992 3054299ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:54:40,679 3062987ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:54:40,679 3062987ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:54:40,679 3062987ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:54:40,679 3062987ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:54:42,164 3064471ms MainViewModel          SetLesson          - || == Current Item : 27/93
DEBUG 2012-07-05 11:54:42,445 3064752ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:54:42,445 3064752ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:54:57,445 3079753ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:54:57,445 3079753ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:54:57,445 3079753ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-05 11:54:57,445 3079753ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:54:57,445 3079753ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:55:05,852 3088159ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:55:05,852 3088159ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:55:05,852 3088159ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:55:05,852 3088159ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:55:07,086 3089394ms MainViewModel          SetLesson          - || == Current Item : 28/93
DEBUG 2012-07-05 11:55:07,367 3089675ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:55:07,367 3089675ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:55:22,368 3104675ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:55:22,368 3104675ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:55:22,368 3104675ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:55:22,368 3104675ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:55:22,368 3104675ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:55:31,024 3113331ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:55:31,024 3113331ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:55:31,024 3113331ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:55:31,024 3113331ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:55:32,305 3114613ms MainViewModel          SetLesson          - || == Current Item : 29/93
DEBUG 2012-07-05 11:55:32,587 3114894ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:55:32,587 3114894ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:55:47,587 3129894ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:55:47,587 3129894ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:55:47,587 3129894ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:55:47,587 3129894ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:55:47,587 3129894ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:55:56,196 3138504ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:55:56,196 3138504ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:55:56,196 3138504ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:55:56,196 3138504ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:55:57,571 3139879ms MainViewModel          SetLesson          - || == Current Item : 30/93
DEBUG 2012-07-05 11:55:57,837 3140144ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:55:57,837 3140144ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:56:12,837 3155145ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:56:12,837 3155145ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:56:12,837 3155145ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:56:12,837 3155145ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:56:12,837 3155145ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:56:21,369 3163676ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:56:21,369 3163676ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:56:21,369 3163676ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:56:21,369 3163676ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:56:22,713 3165020ms MainViewModel          SetLesson          - || == Current Item : 31/93
DEBUG 2012-07-05 11:56:22,994 3165301ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:56:22,994 3165301ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-05 11:56:37,994 3180302ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-05 11:56:37,994 3180302ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-05 11:56:37,994 3180302ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :14
DEBUG 2012-07-05 11:56:37,994 3180302ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-05 11:56:37,994 3180302ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-05 11:56:46,541 3188849ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-05 11:56:46,541 3188849ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-05 11:56:46,541 3188849ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-05 11:56:46,541 3188849ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-05 11:56:47,916 3190224ms MainViewModel          SetLesson          - || == Current Item : 32/93
DEBUG 2012-07-05 11:56:48,213 3190520ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-05 11:56:48,213 3190520ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
